City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,udayagiri,20.1333,84.3833,286.42,79,6,1.12,IN,1702254847
364,bafra,41.5678,35.9069,286.32,78,100,2.98,TR,1702254847
365,khovd,48.0056,91.6419,255.76,84,74,0.68,MN,1702254847
366,yanaul,56.2719,54.9309,243.89,98,47,2.83,RU,1702254847
367,owo,7.1962,5.5868,297.36,50,25,1.69,NG,1702254847
368,huittinen,61.1833,22.7,264.06,97,100,2.29,FI,1702254847
369,san fernando,15.0286,120.6898,302.0,67,97,2.95,PH,1702254848
370,lobito,-12.3481,13.5456,299.12,85,100,2.21,AO,1702254848
371,nanakuli,21.3906,-158.1547,302.8,61,0,6.17,US,1702254848
372,lethem,3.3803,-59.7968,300.99,60,8,3.67,GY,1702254848
373,fort st. john,56.2499,-120.8529,269.09,74,40,2.57,CA,1702254305
374,ndikinimeki,4.7667,10.8333,293.47,98,77,1.55,CM,1702254849
375,letlhakeng,-24.0944,25.0298,291.43,83,100,3.16,BW,1702254849
376,road town,18.4167,-64.6167,300.17,78,40,5.66,VG,1702254686
377,sitangkai,4.6628,119.3928,300.96,78,100,2.99,PH,1702254849
378,gizo,-8.103,156.8419,301.67,68,39,1.01,SB,1702254850
379,kermit,31.8576,-103.0927,285.06,17,0,4.63,US,1702254850
380,nichinan,31.6,131.3667,289.97,87,100,5.27,JP,1702254850
381,kiunga,-6.1219,141.2906,301.99,69,100,1.32,PG,1702254850
382,mailsi,29.8003,72.1758,287.7,29,0,2.09,PK,1702254756
383,bestobe,52.4994,73.0975,246.45,93,100,3.8,KZ,1702254851
384,sagna,46.9833,27.0167,272.83,90,100,2.14,RO,1702254851
385,geraldton,-28.7667,114.6,301.38,15,0,12.86,AU,1702254851
386,port augusta,-32.5,137.7667,294.02,64,100,6.7,AU,1702254851
387,gore,-46.1028,168.9436,292.22,37,18,7.18,NZ,1702254851
388,atafu village,-8.5421,-172.5159,301.93,76,100,6.05,TK,1702254851
389,mareeba,-17.0,145.4333,304.51,57,28,3.4,AU,1702254852
390,magadan,59.5667,150.8,270.67,90,100,8.03,RU,1702254852
391,odessa,46.4775,30.7326,278.92,75,100,3.19,UA,1702254852
392,portland,45.5234,-122.6762,285.98,94,100,2.68,US,1702254326
393,constantia,44.1833,28.65,273.54,85,93,4.22,RO,1702254844
394,bahia honda,22.9036,-83.1592,298.23,82,99,3.02,CU,1702254852
395,yanji,42.9075,129.5078,263.44,29,100,1.18,CN,1702254852
396,yasnyy,51.0333,59.8742,250.93,92,7,5.58,RU,1702254853
397,la'ie,21.6477,-157.9253,302.81,73,20,2.68,US,1702254853
398,salinas,36.6777,-121.6555,291.35,59,0,2.06,US,1702254791
399,khor,47.8861,134.9464,250.79,86,16,7.49,RU,1702254853
400,long jetty,-33.3667,151.4833,302.36,70,9,5.14,AU,1702254853
401,palu,-0.8917,119.8707,303.21,67,89,1.19,ID,1702254854
402,kasongo-lunda,-6.4667,16.8167,294.26,99,100,0.62,CD,1702254854
403,grande prairie,55.1667,-118.8027,271.25,74,40,2.57,CA,1702254854
404,vila velha,-20.3297,-40.2925,298.12,83,75,1.54,BR,1702254854
405,ibb,13.9667,44.1833,285.92,50,6,0.94,YE,1702254854
406,long beach,33.767,-118.1892,297.68,40,0,4.63,US,1702254783
407,senillosa,-39.0,-68.4167,305.03,33,14,7.88,AR,1702254855
408,arteche,12.2645,125.4048,300.49,87,100,3.99,PH,1702254855
409,hassi messaoud,31.6804,6.0729,281.07,61,0,2.06,DZ,1702254855
410,benton,36.3334,-94.3335,278.1,52,0,1.54,US,1702254728
411,namibe,-15.1961,12.1522,295.06,78,86,3.15,AO,1702254856
412,sechura,-5.5569,-80.8222,295.75,71,0,7.47,PE,1702254856
413,shantou,23.3681,116.7148,294.07,94,100,0.0,CN,1702254856
414,papao,-17.75,-149.55,303.97,83,41,12.39,PF,1702254856
415,porto torres,40.835,8.3972,280.25,83,13,4.39,IT,1702254856
416,lloydminster,53.2835,-110.0016,272.27,74,75,5.14,CA,1702254723
417,deschutes river woods,43.9915,-121.3584,280.56,86,20,6.69,US,1702254857
418,seme,15.1942,-12.9448,296.96,18,10,3.97,SN,1702254858
419,hadibu,12.65,54.0333,297.45,72,13,5.03,YE,1702254858
420,trenggalek,-8.05,111.7167,300.22,72,100,2.03,ID,1702254858
421,siwa oasis,29.2041,25.5195,288.53,49,29,3.54,EG,1702254858
422,winona,43.9666,-91.7668,269.04,75,100,1.54,US,1702254858
423,alofi,-19.0595,-169.9187,298.09,94,100,5.66,NU,1702254859
424,san martin,-33.081,-68.4681,303.45,25,65,11.39,AR,1702254859
425,gaspe,48.8334,-64.4819,278.27,87,100,3.6,CA,1702254608
426,fisterra,42.9049,-9.2629,291.34,86,100,10.32,ES,1702254859
427,kindu,-2.95,25.95,293.62,99,100,0.74,CD,1702254859
428,marienberg,50.65,13.1667,278.28,93,100,7.8,DE,1702254860
429,wanning,18.8003,110.3967,297.62,84,72,1.08,CN,1702254860
430,tazacorte,28.629,-17.9293,294.9,41,0,4.02,ES,1702254860
431,sao gabriel da cachoeira,-0.1303,-67.0892,296.91,96,96,0.39,BR,1702254661
432,uturoa,-16.7333,-151.4333,300.2,80,22,10.09,PF,1702254860
433,inarajan village,13.2736,144.7484,303.23,83,100,6.98,GU,1702254860
434,eraan,9.0629,117.7016,302.21,69,93,1.78,PH,1702254860
435,kearneys spring,-27.6014,151.9403,301.03,32,1,7.06,AU,1702254861
436,yuzhno-kurilsk,44.0306,145.8556,273.91,76,99,6.37,RU,1702254861
437,puerto leguizamo,-0.1934,-74.7819,296.2,96,7,1.19,CO,1702254773
438,svetlyy,54.675,20.1347,272.24,97,100,5.43,RU,1702254861
439,manokwari,-0.8667,134.0833,301.21,73,100,2.31,ID,1702254861
440,vadso,70.0744,29.7487,262.24,85,75,11.32,NO,1702254861
441,posto fiscal rolim de moura,-13.0833,-62.2667,298.49,86,100,1.03,BR,1702254862
442,yangshuo,24.7808,110.4897,295.25,87,100,0.78,CN,1702254862
443,hailar,49.2,119.7,237.69,100,57,2.08,CN,1702254862
444,longboat key,27.4125,-82.659,293.16,67,20,0.89,US,1702254574
445,constitucion,-35.3333,-72.4167,285.51,91,83,2.54,CL,1702254862
446,kapa'a,22.0752,-159.319,300.48,77,20,4.12,US,1702254740
447,myory,55.6217,27.6299,270.25,95,100,5.23,BY,1702254863
448,ugoofaaru,5.6667,73.0,301.32,75,94,2.1,MV,1702254863
449,sucua,-2.4667,-78.1667,293.96,98,77,1.05,EC,1702254863
450,abay,49.6311,72.8539,245.36,89,8,3.9,KZ,1702254863
451,queenstown,-31.8976,26.8753,284.46,91,100,0.98,ZA,1702254863
452,algona,43.07,-94.233,272.11,100,0,2.57,US,1702254864
453,kill devil hills,36.0307,-75.676,293.15,95,100,7.72,US,1702254864
454,sassandra,4.95,-6.0833,299.21,84,0,2.13,CI,1702254864
455,koungheul,13.9833,-14.8,298.16,15,99,3.59,SN,1702254864
456,miranda do douro,41.4969,-6.2731,285.27,98,100,3.73,PT,1702254864
457,birobidzhan,48.8,132.95,250.27,74,2,4.32,RU,1702254864
458,kerikeri,-35.2268,173.9474,294.02,60,100,2.05,NZ,1702254866
459,balakovo,52.0278,47.8007,260.36,83,42,3.82,RU,1702254739
460,arfoud,31.4348,-4.2375,287.86,47,0,2.09,MA,1702254866
461,fedorovskiy,45.0972,40.9517,277.9,84,100,5.66,RU,1702254866
462,payson,40.0444,-111.7321,276.81,56,0,2.06,US,1702254866
463,crane,31.3974,-102.3501,282.02,23,0,1.55,US,1702254866
464,plastun,44.7561,136.2939,258.74,44,0,3.34,RU,1702254867
465,bawku,11.0616,-0.2417,297.51,13,1,3.0,GH,1702254867
466,parnu,58.3859,24.4971,269.2,100,100,3.6,EE,1702254867
467,uttar char fasson,22.2332,90.7132,291.48,68,0,3.9,BD,1702254867
468,paratinga,-12.6906,-43.1842,301.44,36,74,3.63,BR,1702254867
469,safaga,26.7292,33.9365,294.53,69,100,1.63,EG,1702254867
470,kristiansund,63.1115,7.732,274.51,69,40,2.06,NO,1702254868
471,ubari,26.5921,12.7805,284.08,72,0,3.18,LY,1702254868
472,alesund,62.4723,6.1549,276.23,79,100,7.2,NO,1702254868
473,shira,54.4911,89.9531,242.88,98,52,0.49,RU,1702254868
474,nagato,34.3833,131.2,288.96,75,100,5.19,JP,1702254868
475,pingxiang,27.6167,113.85,283.16,91,99,2.33,CN,1702254868
476,pithora,21.2667,82.5167,288.72,76,5,0.85,IN,1702254869
477,tura,25.5198,90.2201,287.14,62,0,1.43,IN,1702254869
478,malvan,16.0667,73.4667,297.94,66,37,2.55,IN,1702254869
479,sao paulo de olivenca,-3.3783,-68.8725,297.29,95,15,0.46,BR,1702254869
480,oodweyne,9.4092,45.064,290.4,40,6,4.57,SO,1702254869
481,sabang,5.8933,95.3214,300.49,76,87,2.2,ID,1702254869
482,cidreira,-30.1811,-50.2056,293.13,94,100,8.5,BR,1702254870
483,huron,41.1501,-82.5499,275.77,87,100,4.88,US,1702254870
484,ashti,19.3833,76.2333,290.66,69,29,3.14,IN,1702254870
485,hotan,37.0997,79.9269,272.71,36,100,4.56,CN,1702254870
486,masterton,-40.9597,175.6575,290.31,43,1,3.14,NZ,1702254571
487,tidjikja,18.5564,-11.4271,292.61,24,4,6.63,MR,1702254872
488,oelde,51.8167,8.15,284.12,83,78,8.76,DE,1702254872
489,dunedin,-45.8742,170.5036,289.77,59,33,3.03,NZ,1702254687
490,qianzhou,28.3167,109.7167,280.06,88,100,4.11,CN,1702254872
491,velizh,55.6056,31.1967,269.17,95,100,3.35,RU,1702254872
492,sarayonu,38.262,32.4046,275.94,77,100,0.51,TR,1702254872
493,port macquarie,-31.4333,152.9167,301.98,54,0,6.37,AU,1702254873
494,dera ghazi khan,30.0561,70.6348,286.51,27,0,1.31,PK,1702254873
495,mana,5.6592,-53.7767,298.92,90,37,3.44,GF,1702254873
496,lycksele,64.5954,18.6735,264.08,86,100,3.6,SE,1702254873
497,pemangkat,1.1667,108.9667,299.82,83,99,1.86,ID,1702254873
498,kapuskasing,49.4169,-82.4331,267.2,86,100,5.14,CA,1702254606
499,santa isabel,-23.3156,-46.2214,292.99,98,100,2.84,BR,1702254874
500,tralee,52.2704,-9.7026,282.33,88,25,5.58,IE,1702254874
501,birzebbuga,35.8258,14.5269,289.9,77,0,7.72,MT,1702254874
502,paracuru,-3.41,-39.0306,300.99,73,71,5.23,BR,1702254874
503,tlahualilo de zaragoza,26.1167,-103.45,285.8,33,0,0.15,MX,1702254874
504,tanout,14.9709,8.8879,288.58,29,0,7.17,NE,1702254874
505,charters towers,-20.1,146.2667,298.29,60,100,6.33,AU,1702254875
506,chebba,35.2372,11.115,288.92,67,0,6.36,TN,1702254875
507,sirjan,29.452,55.6814,280.67,27,100,0.41,IR,1702254875
508,retreat,38.8245,-85.8533,275.34,73,95,2.24,US,1702254875
509,pizarro,4.9533,-77.366,299.42,91,100,2.66,CO,1702254875
510,reggane,26.7158,0.1714,288.33,45,0,5.37,DZ,1702254876
511,hausjarvi,60.7833,24.9333,267.03,96,100,2.68,FI,1702254876
512,yuxia,34.0615,108.6291,274.49,94,99,0.66,CN,1702254876
513,kamiiso,41.8167,140.65,274.36,51,75,6.17,JP,1702254876
514,acapulco de juarez,16.8634,-99.8901,302.05,79,75,1.54,MX,1702254677
515,ebaye,8.7748,167.7392,301.16,83,100,10.8,MH,1702254877
516,tenenkou,14.4572,-4.9169,294.89,20,11,4.73,ML,1702254877
517,faya-largeau,17.9257,19.1043,292.78,30,0,9.63,TD,1702254877
518,priob'ye,62.5206,65.5964,236.5,100,22,2.02,RU,1702254801
519,escarcega,18.6089,-90.7454,295.22,96,97,2.86,MX,1702254724
520,el granada,37.5027,-122.4694,288.16,65,0,2.24,US,1702254878
521,arauca,7.0847,-70.7591,300.13,89,20,0.0,CO,1702254878
522,port hueneme,34.1478,-119.1951,295.59,29,0,4.63,US,1702254722
523,sisimiut,66.9395,-53.6735,269.19,81,100,5.15,GL,1702254678
524,mossel bay,-34.1831,22.146,290.13,81,3,2.7,ZA,1702254878
525,nikol'sk,53.7189,46.0712,257.3,86,100,4.61,RU,1702254878
526,cassilandia,-19.1133,-51.7342,296.29,86,100,3.57,BR,1702254879
527,dzagam,40.9033,45.8856,283.0,72,0,2.56,AZ,1702254879
528,les avirons,-21.2418,55.3394,296.18,78,75,1.54,RE,1702254879
529,camiri,-20.05,-63.5167,293.6,96,100,0.3,BO,1702254879
530,labasa,-16.4167,179.3833,303.03,43,3,3.54,FJ,1702254879
531,cuautepec de hinojosa,20.0333,-98.3,280.24,98,100,2.04,MX,1702254879
532,pathein,16.7833,94.7333,296.7,82,6,2.62,MM,1702254880
533,coahuayana de hidalgo,18.7,-103.6583,299.29,68,100,0.67,MX,1702254880
534,palasa,18.7667,84.4167,292.96,78,0,2.02,IN,1702254880
535,loudi,27.7344,111.9944,281.02,78,100,4.13,CN,1702254880
536,oum hadjer,13.2954,19.6966,292.93,22,4,3.72,TD,1702254881
537,mount pleasant,32.7941,-79.8626,292.69,97,75,1.54,US,1702254881
538,berlin,52.5244,13.4105,280.36,94,100,5.66,DE,1702254514
539,ongjin,37.9347,125.3619,280.84,90,100,7.39,KP,1702254881
540,barcelos,41.5388,-8.6151,290.23,94,100,3.93,PT,1702254881
541,torredembarra,41.1451,1.3986,290.8,77,0,2.57,ES,1702254881
542,urambo,-5.0667,32.05,291.82,98,100,0.75,TZ,1702254882
543,baruun-urt,46.6806,113.2792,253.13,84,100,3.01,MN,1702254883
544,bayanaul,50.7889,75.6956,248.75,96,95,2.71,KZ,1702254883
545,krasyliv,49.6519,26.9725,271.08,94,100,3.07,UA,1702254883
546,vilyuchinsk,52.9306,158.4028,274.3,93,100,2.03,RU,1702254883
547,kittila,67.6647,24.8936,259.23,92,100,3.6,FI,1702254883
548,jiayuguan,39.8167,98.3,270.42,44,98,1.58,CN,1702254884
549,pionerskiy,54.9508,20.2275,272.12,84,100,8.11,RU,1702254884
550,vacaria,-28.5122,-50.9339,285.95,98,23,1.56,BR,1702254884
551,fort william,56.8165,-5.1121,276.1,93,92,1.85,GB,1702254884
552,kuching,1.55,110.3333,301.51,89,20,1.03,MY,1702254884
553,sao tome,0.3365,6.7273,299.66,84,68,1.56,ST,1702254884
554,orapa,-21.2833,25.3667,293.2,80,100,2.39,BW,1702254885
555,lodwar,3.1191,35.5973,301.92,43,92,5.37,KE,1702254885
556,bull savanna,17.8868,-77.5902,297.57,82,6,5.56,JM,1702254885
557,ulety,51.3572,112.4849,244.97,93,5,0.9,RU,1702254885
558,zambezi,-13.5432,23.1047,292.42,93,99,1.17,ZM,1702254885
559,torghay,49.6339,63.4981,251.63,78,7,7.01,KZ,1702254885
560,kadugli,11.0167,29.7167,296.63,22,100,3.33,SD,1702254885
561,mancora,-4.1078,-81.0475,297.46,72,13,5.04,PE,1702254886
562,urangan,-25.3,152.9,298.82,72,100,2.24,AU,1702254886
563,ciudad pemex,17.9,-92.5,297.18,94,100,2.26,MX,1702254886
564,kemi,65.8596,24.8228,261.02,85,99,2.06,FI,1702254886
565,dayr hafir,36.1569,37.7078,285.02,83,85,5.51,SY,1702254886
566,mar del plata,-38.0023,-57.5575,292.16,89,0,3.09,AR,1702254886
567,kapoeta,4.7717,33.5903,300.31,45,100,2.19,SS,1702254886
568,ad dabbah,18.05,30.95,294.15,20,80,3.7,SD,1702254887
569,kismayo,-0.3582,42.5454,300.34,77,11,5.79,SO,1702254887
570,ondjiva,-17.0667,15.7333,296.17,68,0,2.06,AO,1702254887
571,tres palos,18.1833,-101.6167,297.61,70,100,0.88,MX,1702254887
572,bontang,0.1333,117.5,298.19,91,100,3.96,ID,1702254887
573,prince rupert,54.3161,-130.3201,278.98,79,0,7.2,CA,1702254746
574,apatity,67.5641,33.4031,258.1,96,100,2.83,RU,1702254888
575,misratah,32.3754,15.0925,292.07,62,0,12.4,LY,1702254888
576,gurupi,-11.7292,-49.0686,300.14,61,67,2.7,BR,1702254888
577,jwaneng,-24.6004,24.7303,290.93,82,100,4.76,BW,1702254888
578,zhoushan,30.0108,122.2047,289.01,89,21,5.14,CN,1702254888
579,holualoa,19.6228,-155.9522,298.85,80,20,3.09,US,1702254884
580,mossendjo,-2.9506,12.7261,294.41,100,100,0.92,CG,1702254889
581,harlingen,26.1906,-97.6961,288.2,32,0,1.54,US,1702254889
582,alo,7.4178,6.7371,301.97,42,100,0.25,NG,1702254890
583,san juan de miraflores,-12.1629,-76.9635,295.47,74,77,3.53,PE,1702254890
584,konstantinovka,49.6167,127.9833,249.96,82,1,2.96,RU,1702254891
585,port douglas,-16.4833,145.4667,302.85,57,26,3.67,AU,1702254891
586,ennis,52.8436,-8.9864,282.11,81,75,5.66,IE,1702254725
587,okhotsk,59.3833,143.3,266.51,93,100,2.33,RU,1702254742
588,shache,38.4167,77.2406,271.3,53,99,1.33,CN,1702254893
589,alta,69.9689,23.2717,263.74,73,75,5.14,NO,1702254893
590,delitzsch,51.5333,12.35,281.6,87,100,5.14,DE,1702254893
591,sinjar,36.3209,41.8754,284.6,76,0,2.89,IQ,1702254894
592,atherton,53.5237,-2.4935,282.86,95,100,1.79,GB,1702254894
593,armidale,-30.5167,151.65,303.99,13,0,3.07,AU,1702254894
594,dampit,-8.2116,112.7493,298.43,74,95,1.21,ID,1702254894
595,quartu sant'elena,39.2419,9.1839,286.5,77,0,3.6,IT,1702254630
596,talakan,50.3167,130.3667,249.0,87,13,3.18,RU,1702254894
597,ellsworth,44.5434,-68.4195,286.61,97,100,8.75,US,1702254639
